"region","industry (SIC2007)","sex","age","year","contents","07984: Employed persons per 4th quarter, by region, industry (SIC2007), sex, age, year and contents"
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","40-54 40-54 years","2018","Employed persons by place of residence",9679
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","40-54 40-54 years","2018","Employed persons by place of work",9701
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2008","Employed persons by place of residence",5011
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2008","Employed persons by place of work",5008
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2009","Employed persons by place of residence",5167
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2009","Employed persons by place of work",5194
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2010","Employed persons by place of residence",5375
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2010","Employed persons by place of work",5364
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2011","Employed persons by place of residence",5524
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2011","Employed persons by place of work",5526
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2012","Employed persons by place of residence",5659
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2012","Employed persons by place of work",5681
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2013","Employed persons by place of residence",5874
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2013","Employed persons by place of work",5875
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2014","Employed persons by place of residence",6000
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2014","Employed persons by place of work",5989
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2015","Employed persons by place of residence",6061
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2015","Employed persons by place of work",6064
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2016","Employed persons by place of residence",6299
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2016","Employed persons by place of work",6262
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2017","Employed persons by place of residence",6340
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2017","Employed persons by place of work",6336
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2018","Employed persons by place of residence",6465
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","55-66 55-66 years","2018","Employed persons by place of work",6478
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2008","Employed persons by place of residence",299
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2008","Employed persons by place of work",308
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2009","Employed persons by place of residence",348
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2009","Employed persons by place of work",346
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2010","Employed persons by place of residence",429
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2010","Employed persons by place of work",425
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2011","Employed persons by place of residence",468
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2011","Employed persons by place of work",511
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2012","Employed persons by place of residence",503
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2012","Employed persons by place of work",485
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2013","Employed persons by place of residence",565
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2013","Employed persons by place of work",559
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2014","Employed persons by place of residence",623
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2014","Employed persons by place of work",600
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2015","Employed persons by place of residence",491
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2015","Employed persons by place of work",479
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2016","Employed persons by place of residence",485
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2016","Employed persons by place of work",491
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2017","Employed persons by place of residence",510
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2017","Employed persons by place of work",504
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2018","Employed persons by place of residence",565
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","1 Males","67-74 67-74 years","2018","Employed persons by place of work",549
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","2 Females","15-74 15-74 years","2008","Employed persons by place of residence",5106
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","2 Females","15-74 15-74 years","2008","Employed persons by place of work",5104
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","2 Females","15-74 15-74 years","2009","Employed persons by place of residence",5349
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","2 Females","15-74 15-74 years","2009","Employed persons by place of work",5343
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","2 Females","15-74 15-74 years","2010","Employed persons by place of residence",5597
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","2 Females","15-74 15-74 years","2010","Employed persons by place of work",5622
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","2 Females","15-74 15-74 years","2011","Employed persons by place of residence",5948
"0 The whole country","35-39 Electricity, water supply, sewerage, waste management","2 Females","15-74 15-74 years","2011","Employed persons by place of work",5907
